iso_code,continent,location,date,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,new_cases,new_deaths,new_recoveries,new_hospitalizations,total_cases,total_deaths,total_recoveries,total_hospitalizations,fatality_rate,positive_rate
IDN,Asia,Indonesia,2020-07-04,15000.0,529669.0,1.936,0.055,11443.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1447,53,651,743,62142,3089,28219,30834,0.036627505183137524,0.09646666666666667
IDN,Asia,Indonesia,2020-07-05,15000.0,529669.0,1.936,0.055,12034.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1607,82,886,639,63749,3171,29105,31473,0.05102675793403858,0.10713333333333333
IDN,Asia,Indonesia,2020-07-06,15000.0,552084.0,2.018,0.055,12343.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1209,70,814,325,64958,3241,29919,31798,0.05789909015715467,0.0806
IDN,Asia,Indonesia,2020-07-07,10675.0,562759.0,2.057,0.039,12206.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1268,68,866,334,66226,3309,30785,32132,0.05362776025236593,0.11878220140515222
IDN,Asia,Indonesia,2020-07-08,10675.0,562759.0,2.057,0.039,11872.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1853,50,800,1003,68079,3359,31585,33135,0.026983270372369132,0.17358313817330212
IDN,Asia,Indonesia,2020-07-09,10675.0,588080.0,2.15,0.039,11902.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2657,58,1066,1533,70736,3417,32651,34668,0.02182913059841927,0.24889929742388758
IDN,Asia,Indonesia,2020-07-10,9388.0,597468.0,2.184,0.034,11464.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1611,52,878,681,72347,3469,33529,35349,0.03227808814400993,0.1716020451640392
IDN,Asia,Indonesia,2020-07-11,12625.0,610093.0,2.23,0.046,11489.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1671,66,1190,415,74018,3535,34719,35764,0.03949730700179533,0.13235643564356436
IDN,Asia,Indonesia,2020-07-12,10994.0,621087.0,2.271,0.04,11459.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1681,71,919,691,75699,3606,35638,36455,0.042236763831052945,0.15290158268146262
IDN,Asia,Indonesia,2020-07-13,9062.0,630149.0,2.304,0.033,11152.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1282,50,1051,181,76981,3656,36689,36636,0.0390015600624025,0.14146987419995585
IDN,Asia,Indonesia,2020-07-14,9062.0,630149.0,2.304,0.033,11592.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1591,54,947,590,78572,3710,37636,37226,0.0339409176618479,0.1755683072169499
IDN,Asia,Indonesia,2020-07-15,9062.0,657655.0,2.404,0.033,11748.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1522,87,1414,21,80094,3797,39050,37247,0.05716162943495401,0.16795409401898037
IDN,Asia,Indonesia,2020-07-16,12156.0,669811.0,2.449,0.044,11676.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1574,76,1295,203,81668,3873,40345,37450,0.048284625158831,0.1294833826916749
IDN,Asia,Indonesia,2020-07-17,13994.0,683805.0,2.5,0.051,12334.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1462,84,1489,-111,83130,3957,41834,37339,0.057455540355677154,0.10447334571959412
IDN,Asia,Indonesia,2020-07-18,13238.0,697043.0,2.548,0.048,12421.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1752,59,1434,259,84882,4016,43268,37598,0.03367579908675799,0.1323462758724883
IDN,Asia,Indonesia,2020-07-19,10195.0,707238.0,2.586,0.037,12307.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1639,127,2133,-621,86521,4143,45401,36977,0.0774862721171446,0.1607650809220206
IDN,Asia,Indonesia,2020-07-20,13259.0,720497.0,2.634,0.048,12907.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1693,96,1576,21,88214,4239,46977,36998,0.05670407560543414,0.1276868542122332
IDN,Asia,Indonesia,2020-07-21,17347.0,737844.0,2.698,0.063,13420.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1655,81,1489,85,89869,4320,48466,37083,0.04894259818731118,0.09540554562748602
IDN,Asia,Indonesia,2020-07-22,11782.0,749626.0,2.741,0.043,13139.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1882,139,1789,-46,91751,4459,50255,37037,0.07385759829968119,0.1597351892717705
IDN,Asia,Indonesia,2020-07-23,13331.0,762957.0,2.789,0.049,13307.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1906,117,1909,-120,93657,4576,52164,36917,0.061385099685204614,0.14297502062861
IDN,Asia,Indonesia,2020-07-24,14143.0,777100.0,2.841,0.052,13328.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1761,89,1781,-109,95418,4665,53945,36808,0.05053946621237933,0.12451389379905253
IDN,Asia,Indonesia,2020-07-25,12158.0,789258.0,2.886,0.044,13174.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1868,49,1409,410,97286,4714,55354,37218,0.026231263383297645,0.1536436913966113
IDN,Asia,Indonesia,2020-07-26,7692.0,796950.0,2.914,0.028,12816.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1492,67,1301,124,98778,4781,56655,37342,0.044906166219839144,0.1939677587103484
IDN,Asia,Indonesia,2020-07-27,7692.0,796950.0,2.914,0.028,11707.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1525,57,1518,-50,100303,4838,58173,37292,0.037377049180327866,0.1982579303172127
IDN,Asia,Indonesia,2020-07-28,7692.0,807946.0,2.954,0.028,10015.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1748,63,2366,-681,102051,4901,60539,36611,0.036041189931350116,0.22724908996359855
IDN,Asia,Indonesia,2020-07-29,33081.0,841027.0,3.075,0.121,13057.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2381,74,1599,708,104432,4975,62138,37319,0.03107937841243175,0.0719748496115595
IDN,Asia,Indonesia,2020-07-30,14976.0,856003.0,3.13,0.055,13292.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1904,83,2154,-333,106336,5058,64292,36986,0.043592436974789914,0.12713675213675213
IDN,Asia,Indonesia,2020-07-31,10536.0,866539.0,3.168,0.039,12777.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2040,73,1615,352,108376,5131,65907,37338,0.035784313725490194,0.19362186788154898
IDN,Asia,Indonesia,2020-08-01,9355.0,875894.0,3.202,0.034,12377.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1560,62,2012,-514,109936,5193,67919,36824,0.03974358974358974,0.16675574559059328
IDN,Asia,Indonesia,2020-08-02,6458.0,882352.0,3.226,0.024,12200.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1519,43,1056,420,111455,5236,68975,37244,0.028308097432521395,0.2352121399814184
IDN,Asia,Indonesia,2020-08-03,12179.0,894531.0,3.27,0.045,13155.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1679,66,1262,351,113134,5302,70237,37595,0.039309112567004166,0.13786025125215534
IDN,Asia,Indonesia,2020-08-04,13456.0,907987.0,3.32,0.049,14292.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1922,86,1813,23,115056,5388,72050,37618,0.044745057232049947,0.1428359096313912
IDN,Asia,Indonesia,2020-08-05,14722.0,922709.0,3.373,0.054,11669.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1815,64,1839,-88,116871,5452,73889,37530,0.03526170798898071,0.12328487977177013
IDN,Asia,Indonesia,2020-08-06,13602.0,936311.0,3.423,0.05,11473.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1882,69,1756,57,118753,5521,75645,37587,0.036663124335812966,0.13836200558741363
IDN,Asia,Indonesia,2020-08-07,15599.0,951910.0,3.48,0.057,12196.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2473,72,1912,489,121226,5593,77557,38076,0.029114435907804288,0.15853580357715238
IDN,Asia,Indonesia,2020-08-08,11692.0,963602.0,3.523,0.043,12530.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2277,65,1749,463,123503,5658,79306,38539,0.02854633289415898,0.1947485460143688
IDN,Asia,Indonesia,2020-08-09,8992.0,972594.0,3.556,0.033,12892.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1893,65,1646,182,125396,5723,80952,38721,0.03433703116745906,0.21052046263345195
IDN,Asia,Indonesia,2020-08-10,12299.0,984893.0,3.601,0.045,12909.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1687,42,1284,361,127083,5765,82236,39082,0.024896265560165973,0.1371656232214001
IDN,Asia,Indonesia,2020-08-11,13513.0,998406.0,3.65,0.049,12917.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1693,59,1474,160,128776,5824,83710,39242,0.03484937979917307,0.1252867608969141
IDN,Asia,Indonesia,2020-08-12,13698.0,1012104.0,3.7,0.05,12771.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1942,79,2088,-225,130718,5903,85798,39017,0.040679711637487126,0.14177252153599065
IDN,Asia,Indonesia,2020-08-13,14850.0,1026954.0,3.755,0.054,12949.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2098,65,1760,273,132816,5968,87558,39290,0.03098188751191611,0.14127946127946128
IDN,Asia,Indonesia,2020-08-14,12728.0,1039682.0,3.801,0.047,12539.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2307,53,2060,194,135123,6021,89618,39484,0.022973558734286952,0.18125392834695161
IDN,Asia,Indonesia,2020-08-15,12821.0,1052503.0,3.848,0.047,12700.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2345,50,1703,592,137468,6071,91321,40076,0.021321961620469083,0.182903049684112
IDN,Asia,Indonesia,2020-08-16,9218.0,1061721.0,3.882,0.034,12732.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2081,79,1782,220,139549,6150,93103,40296,0.037962518020182606,0.22575395964417444
IDN,Asia,Indonesia,2020-08-17,7224.0,1068945.0,3.908,0.026,12007.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1821,57,1355,409,141370,6207,94458,40705,0.03130148270181219,0.2520764119601329
IDN,Asia,Indonesia,2020-08-18,12409.0,1081354.0,3.953,0.045,11850.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1673,70,1848,-245,143043,6277,96306,40460,0.04184100418410042,0.13482150052381336
IDN,Asia,Indonesia,2020-08-19,14940.0,1096294.0,4.008,0.055,12027.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1902,69,2351,-518,144945,6346,98657,39942,0.03627760252365931,0.12730923694779117
IDN,Asia,Indonesia,2020-08-20,14940.0,1096294.0,4.008,0.055,12183.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2266,72,2017,177,147211,6418,100674,40119,0.03177405119152692,0.15167336010709503
IDN,Asia,Indonesia,2020-08-21,14940.0,1096294.0,4.008,0.055,12642.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2197,82,2317,-202,149408,6500,102991,39917,0.03732362312243969,0.14705488621151272
IDN,Asia,Indonesia,2020-08-22,14940.0,1096294.0,4.008,0.055,13088.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2090,94,2207,-211,151498,6594,105198,39706,0.044976076555023926,0.1398929049531459
IDN,Asia,Indonesia,2020-08-23,14940.0,1096294.0,4.008,0.055,14049.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2037,86,2302,-351,153535,6680,107500,39355,0.04221894943544428,0.13634538152610443
IDN,Asia,Indonesia,2020-08-24,14940.0,1096294.0,4.008,0.055,15294.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,1877,79,3560,-1762,155412,6759,111060,37593,0.04208843899840171,0.12563587684069613
IDN,Asia,Indonesia,2020-08-25,14940.0,1191948.0,4.358,0.055,15799.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2447,99,1807,541,157859,6858,112867,38134,0.04045770331017572,0.16378848728246317
IDN,Asia,Indonesia,2020-08-26,14940.0,1191948.0,4.358,0.055,15131.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2306,86,2542,-322,160165,6944,115409,37812,0.0372940156114484,0.15435073627844711
IDN,Asia,Indonesia,2020-08-27,14940.0,1212468.0,4.433,0.055,14319.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2719,120,3166,-567,162884,7064,118575,37245,0.04413387274733358,0.1819946452476573
IDN,Asia,Indonesia,2020-08-28,21018.0,1233486.0,4.51,0.077,15044.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3003,105,2325,573,165887,7169,120900,37818,0.03496503496503497,0.1428775335426777
IDN,Asia,Indonesia,2020-08-29,16649.0,1250135.0,4.57,0.061,15145.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3308,92,1902,1314,169195,7261,122802,39132,0.02781136638452237,0.1986906120487717
IDN,Asia,Indonesia,2020-08-30,21166.0,1271301.0,4.648,0.077,15891.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2858,82,1383,1393,172053,7343,124185,40525,0.028691392582225334,0.13502787489369744
IDN,Asia,Indonesia,2020-08-31,11317.0,1282618.0,4.689,0.041,15230.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2743,74,1774,895,174796,7417,125959,41420,0.026977761574917974,0.24237872227622162
IDN,Asia,Indonesia,2020-09-01,14566.0,1297184.0,4.742,0.053,15034.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2775,88,2098,589,177571,7505,128057,42009,0.031711711711711714,0.19051215158588494
IDN,Asia,Indonesia,2020-09-02,15293.0,1312477.0,4.798,0.056,15753.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3075,111,1914,1050,180646,7616,129971,43059,0.03609756097560975,0.20107238605898123
IDN,Asia,Indonesia,2020-09-03,40814.0,1353291.0,4.948,0.149,20118.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3622,134,2084,1404,184268,7750,132055,44463,0.03699613473219216,0.08874405841132944
IDN,Asia,Indonesia,2020-09-04,18100.0,1371391.0,5.014,0.066,19701.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3269,82,2126,1061,187537,7832,134181,45524,0.02508412358519425,0.18060773480662984
IDN,Asia,Indonesia,2020-09-05,18100.0,1371391.0,5.014,0.066,19474.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3128,108,2220,800,190665,7940,136401,46324,0.034526854219948847,0.17281767955801106
IDN,Asia,Indonesia,2020-09-06,18100.0,1401513.0,5.124,0.066,18602.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3444,85,2174,1185,194109,8025,138575,47509,0.02468060394889663,0.19027624309392266
IDN,Asia,Indonesia,2020-09-07,16181.0,1417694.0,5.183,0.059,19297.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,2880,105,2077,698,196989,8130,140652,48207,0.036458333333333336,0.1779865274086892
IDN,Asia,Indonesia,2020-09-08,16181.0,1417694.0,5.183,0.059,18401.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3046,100,2306,640,200035,8230,142958,48847,0.03282994090610637,0.18824547308571782
IDN,Asia,Indonesia,2020-09-09,16181.0,1434294.0,5.244,0.059,17402.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3307,106,2242,959,203342,8336,145200,49806,0.032053220441487756,0.20437550213213027
IDN,Asia,Indonesia,2020-09-10,15335.0,1449629.0,5.3,0.056,13763.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72,273523621.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,0.0,3861,120,2310,1431,207203,8456,147510,51237,0.03108003108003108,0.25177698076296057
